candidate_id,rank,score,reasoning
CAND_0006567,1,100.000000,"The candidate has strong experience in building and overhauling ranking and retrieval systems at scale, as demonstrated by their work at Meta and Razorpay. A concern is their less detailed NLP and LLM expertise compared to their retrieval focus."
CAND_0041669,2,99.731544,"The candidate's experience in building and optimizing ranking systems, including a 12% improvement in revenue-per-search, strongly aligns with the Senior AI Engineer role. A material concern is the lack of explicit metrics (e.g., NDCG, MRR) for the RAG-based eval framework."
CAND_0039754,3,99.463087,"The candidate has extensive experience in building and optimizing search and ranking systems, including improving NDCG@10 metrics and deploying hybrid retrieval architectures at scale. A concern is their 16.2 years of experience may exceed the role's typical 5-9 year target, though their technical depth justifies consideration."
CAND_0068811,4,98.389262,"The candidate has strong experience in retrieval and ranking systems, including migrating keyword-based search to embedding-based retrieval and building a content recommendation system with measurable product outcomes. A concern is the lack of explicit mention of experience in Pune or Noida."
CAND_0037980,5,98.265772,"The candidate has extensive experience designing and owning ranking systems at scale for flagship products at Niramai and Verloop.io, directly aligning with the Senior AI Engineer role. A material concern is their location in Kolkata, which is not a preferred site, though they are willing to relocate."
CAND_0028793,6,97.997315,"The candidate's experience in building RAG-based features, evaluation frameworks, and production ML systems aligns strongly with the Senior AI Engineer role. A material concern is the 120-day notice period, which may delay onboarding."
CAND_0057563,7,97.728859,"The candidate's experience in building ranking models, such as evolving a hand-tuned scoring function to a learning-to-rank model at Locobuzz, directly aligns with the Senior AI Engineer role. A material concern is their current location in Indore, which may require relocation."
CAND_0061257,8,97.594631,"The candidate has strong production ownership of retrieval and ranking systems, as demonstrated by their work at LinkedIn and Yellow.ai. A material concern is their limited focus on NLP and LLM-related skills."
CAND_0070398,9,97.460403,"The candidate has strong experience in search, ranking, and retrieval systems, demonstrated by their work on semantic search features using FAISS and sentence-transformers, achieving a 35% improvement in search relevance. A material concern is the lack of explicit mention of hybrid search or vector index optimization beyond FAISS."
CAND_0005649,10,97.326174,"The candidate has strong experience in semantic search infrastructure, using sentence-transformers and FAISS, directly relevant to the Senior AI Engineer role. A concern is that their NLP and LLM expertise is less detailed compared to their retrieval and ranking work."
CAND_0007009,11,97.191946,"The candidate's extensive experience in building RAG-based systems, evaluation frameworks, and production ML pipelines aligns strongly with the Senior AI Engineer role. A concern is the lack of explicit mention of retrieval-specific metrics like NDCG or MRR in their evaluation work."
CAND_0039383,12,97.057718,"The candidate's extensive experience in building and shipping ranking models, semantic search infrastructure with FAISS, and end-to-end ML systems aligns strongly with the Senior AI Engineer role. A material concern is the limited depth in NLP and LLM-specific skills compared to retrieval and ranking expertise."
CAND_0061265,13,96.923490,"The candidate's experience in migrating keyword-based search to embedding-based retrieval and their expertise in learning-to-rank and vector search directly align with the Senior AI Engineer role. A concern is the 120-day notice period, which may delay onboarding."
CAND_0086022,14,96.655034,"Led the migration from keyword-based to embedding-based search across a 30M+ candidate corpus, improving recruiter engagement metrics by 24% and reducing time-to-shortlist by 38% (retrieval_ranking, product_shipping_outcomes). Concern: The candidate is based in Kolkata, which is not one of the preferred locations (Pune or Noida), though they are willing to."
CAND_0010257,15,96.375839,"The candidate's experience in building production ML pipelines, migrating search systems to embedding-based retrieval, and shipping recommendation systems aligns strongly with the Senior AI Engineer role. A material concern is the lack of explicit mention of experience in Pune or Noida."
CAND_0046064,16,96.252349,"Rebuilt the candidate-JD matching pipeline, improving NDCG@10 from 0.72 to 0.91 with single-digit-millisecond p95 retrieval latency (retrieval_ranking, evaluation_experimentation). Concern: The candidate is based in Coimbatore, which is not one of the preferred locations (Pune or Noida), and is not willing to relocate."
CAND_0046525,17,96.241611,"The candidate has strong experience in building hybrid retrieval systems and ranking pipelines, with measurable outcomes like 24% improvement in engagement metrics. A concern is that their NLP and LLM expertise is less detailed compared to their retrieval and ranking focus."
CAND_0077337,18,95.983893,"The candidate has extensive experience in building hybrid retrieval systems, including BM25 and dense vector recall, with measurable improvements in latency and ranking metrics. A concern is the lack of explicit mention of LLMs or NLP in production beyond embeddings."
CAND_0081846,19,95.849664,"The candidate's experience in building and optimizing retrieval and ranking systems, including a 0.91 NDCG@10 improvement on 50M+ queries, strongly aligns with the Senior AI Engineer role. A material concern is the candidate's current focus on Fintech, which may not fully align with Redrob's specific needs."
CAND_0093193,20,95.715436,"The candidate has strong experience in building and shipping production ranking and retrieval systems, as demonstrated by their work at Netflix and Niramai. A material concern is their current location in Bangalore and unwillingness to relocate."
CAND_0018549,21,95.581208,"The candidate's experience in migrating keyword-based search to embedding-based retrieval and designing learning-to-rank models directly aligns with the Senior AI Engineer role. A concern is the lack of explicit mention of mentoring or architecture ownership, which are key for senior roles."
CAND_0062247,22,95.446980,"The candidate has strong experience in retrieval ranking, having led migration to embedding-based search and improved relevance by 35%, and owns a learning-to-rank model that boosted revenue by 12%. A concern is the lack of explicit team leadership experience."
CAND_0080766,23,95.178523,"The candidate has extensive experience in building ranking and retrieval systems, demonstrated by their work at Swiggy, Aganitha, and Salesforce, aligning strongly with the Senior AI Engineer role. A material concern is limited explicit mention of LLMs or NLP fine-tuning beyond foundational models."
CAND_0088025,24,95.044295,"The candidate has extensive experience in building hybrid retrieval systems, including BM25 and dense vector recall, and has shipped large-scale ranking pipelines. A material concern is the lack of explicit experience with vector indexes or hybrid search systems beyond BM25 and dense vectors."
CAND_0008425,25,94.920805,"The candidate has extensive experience in building production ML systems with a focus on search, retrieval, and ranking, including improving NDCG@10 metrics and reducing latency. A material concern is their current location in Kolkata and industry focus on Transportation, which may not align with Redrob's needs."
CAND_0005260,26,94.910067,"The candidate's experience in building RAG-based ranking pipelines, hybrid retrieval architectures, and production ML systems aligns strongly with the Senior AI Engineer role. A concern is their current employment status and potential unavailability for immediate hiring."
CAND_0043228,27,94.786577,"The candidate's experience in building a learning-to-rank model for e-commerce search, improving revenue-per-search by 12%, directly aligns with the Senior AI Engineer role. A concern is the lack of rigorous ranking metrics (e.g., NDCG, MRR) in their evaluation evidence."
CAND_0060072,28,94.518121,"The candidate has strong experience in building production ML systems with a focus on retrieval, ranking, and behavioral signals, including a migration to learning-to-rank models. A material concern is their current lack of openness to work, which may affect hiring timelines."
CAND_0069905,29,94.507383,"The candidate has strong experience in migrating keyword-based search to embedding-based retrieval, achieving a 35% improvement in search relevance, directly aligning with the Senior AI Engineer role. A material concern is the lack of detailed NLP and LLM expertise compared to retrieval work."
CAND_0006557,30,94.238926,"At Paytm, the candidate owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model, improving revenue-per-search by 12% (retrieval_ranking, product_shipping_outcomes). Concern: The candidate's current location is Jaipur, which is acceptable, but the candidate is not explicitly willing to relocate."
CAND_0068351,31,93.712752,"The candidate has extensive experience in end-to-end ownership of ranking and retrieval systems, as demonstrated by their work at Sarvam AI, Verloop.io, and Microsoft. A material concern is their lack of recent GitHub activity, which may indicate reduced hands-on coding engagement."
CAND_0010770,32,93.433557,"The candidate's extensive experience in building and shipping ranking models (XGBoost, LightGBM, learning-to-rank) directly aligns with the Senior AI Engineer role. A concern is their 15.2 years of experience, which exceeds the typical 5-9 year range for such roles."
CAND_0011162,33,93.030872,"The candidate's experience in building and shipping ranking models, migrating systems to embedding-based retrieval, and owning offline-online correlation analysis strongly aligns with the Senior AI Engineer role. A material concern is the lack of explicit mention of NDCG, MRR, or recall metrics in their evaluation evidence."
CAND_0005538,34,92.370470,"The candidate has strong experience in building and optimizing ranking and retrieval systems at scale, as demonstrated by their work at Adobe, Locobuzz, and Google. A material concern is the lack of explicit evaluation metrics in their evidence."
CAND_0094759,35,90.088591,"The candidate has extensive experience in building production ML systems for search and ranking, including rebuilding a candidate-JD matching pipeline with significant performance improvements. A material concern is that the candidate is not currently open to work, which may delay hiring decisions."
CAND_0047721,36,89.685906,The candidate's experience in building production-grade recommendation systems and expertise in learning-to-rank and information retrieval strongly aligns with the Senior AI Engineer role. A material concern is the lack of explicit mention of offline-online correlation or feedback loops in their evaluation work.
CAND_0083307,37,87.269799,"The candidate has strong experience in search, ranking, and retrieval systems, including implementing RAG-based features and learning-to-rank models, which aligns well with the Senior AI Engineer role. A material concern is the candidate's location in Vizag and a 120-day notice period."
CAND_0010685,38,87.001342,"The candidate's experience in building and optimizing ranking models, including a 12% revenue-per-search improvement at Rephrase.ai, strongly aligns with the Senior AI Engineer role. A concern is their current position at a mid-sized startup, which may not fully align with the preference for product-company experience."
CAND_0083879,39,83.173154,"The candidate has strong experience in building and shipping ranking models for discovery feeds using XGBoost and LightGBM, with a focus on feature design and offline-online correlation analysis. A material concern is the lack of explicit mention of deploying or fine-tuning large language models in production."
CAND_0044855,40,81.304698,"The candidate's experience in building production-grade recommendation systems and NLP pipelines, including a RAG-based chatbot at Flipkart and a content recommendation system at LinkedIn, strongly aligns with the Senior AI Engineer role. A concern is the lack of rigorous evaluation metrics like NDCG or MRR in their project descriptions."
CAND_0093912,41,80.767785,"The candidate has strong experience in building and deploying learning-to-rank models and evaluation frameworks, directly relevant to a Senior AI Engineer role in search and ranking. A material concern is the limited explicit mention of hybrid search or vector index optimization beyond FAISS and Elasticsearch."
CAND_0078492,42,80.762416,"The candidate has strong experience in building and optimizing ranking systems, demonstrated by their work on e-commerce search products and semantic search infrastructure using FAISS and sentence-transformers. A concern is the lack of explicit mention of hybrid search or vector index ownership."
CAND_0081852,43,80.628188,"The candidate has strong experience in building and deploying retrieval systems, including embedding-based search and RAG chatbots, aligning with the Senior AI Engineer role. A concern is the lack of explicit ranking evaluation metrics like NDCG or MRR in their evidence."
CAND_0006418,44,80.499329,"At Verloop.io, the candidate trained and shipped multiple ranking models using XGBoost and LightGBM, demonstrating production ownership of retrieval and ranking systems. Concern: The candidate's NLP and LLM-related skills are not as deeply detailed as their retrieval and ranking work, though they do have some experience with text encoders."
CAND_0076163,45,80.365101,"At Ola and Zoho, the candidate owned the ranking layer for e-commerce search products, evolving from hand-tuned scoring functions to learning-to-rank models, with a 12% improvement in revenue-per-search (retrieval_ranking, product_shipping_outcomes). Concern: The candidate's retrieval/ranking evidence is focused on e-commerce search, not embeddings-based retrieval or hybrid search systems, which are."
CAND_0009691,46,80.359732,"The candidate has strong experience in building recommendation systems, semantic search infrastructure, and deploying ML models at scale, aligning well with the Senior AI Engineer role. A concern is the repetitive project descriptions across different roles, which may suggest a lack of distinct career progression."
CAND_0027691,47,80.236242,"The candidate's experience in building and operating production ML pipelines, particularly in recommendation systems and learning-to-rank models, strongly aligns with the Senior AI Engineer role. A material concern is the lack of explicit mention of NDCG, MRR, or recall metrics in evaluation evidence."
CAND_0053695,48,80.102013,"The candidate has strong experience in building ranking models and semantic search systems, with measurable outcomes in retrieval ranking and product shipping. A material concern is the lack of explicit evaluation metrics like NDCG or MRR in their evidence."
CAND_0020877,49,80.096644,"The candidate's experience in building and evaluating RAG-based systems, along with strong skills in information retrieval and production ML, aligns well with the Senior AI Engineer role. A material concern is the limited evidence of ownership in hybrid search or vector index architecture."
CAND_0089552,50,79.693960,"The candidate's experience in building production ML systems, including semantic search infrastructure and RAG-based chatbots, aligns strongly with the Senior AI Engineer role. A material concern is the lack of explicit mention of ranking metrics like NDCG or MRR in their evaluation evidence."
CAND_0091909,51,79.548993,"The candidate has strong experience in building production recommendation systems and retrieval ranking models, with measurable product outcomes. A material concern is the less detailed evidence of LLM application in retrieval systems compared to recommendation systems."
CAND_0044883,52,79.291275,"The candidate has strong experience in retrieval, ranking, and NLP, with production systems like RAG chatbots and semantic search. A material concern is the lack of explicit ranking evaluation metrics like NDCG or MRR."
CAND_0065195,53,79.022819,"Candidate has strong production experience in retrieval systems, including migrating keyword-based search to embedding-based retrieval and building a RAG-based chatbot with document ingestion and ranking. A material concern is the lack of explicit experience with vector search or hybrid search systems."
CAND_0058575,54,78.877852,"The candidate's experience in building and evaluating RAG-based systems, along with strong production ML skills, aligns well with the Senior AI Engineer role. A material concern is the lack of explicit ranking metrics like NDCG or MRR in their evaluation evidence."
CAND_0078002,55,78.346309,"The candidate has strong experience in building ranking models and evaluation frameworks, aligning with the Senior AI Engineer role. A concern is the lack of explicit mention of vector search or hybrid retrieval systems in their career history."
CAND_0096172,56,77.954362,The candidate's experience in building semantic search and recommendation systems with measurable improvements in relevance and user engagement strongly aligns with the Senior AI Engineer role. A concern is the lack of explicit evaluation metrics like NDCG or MRR beyond human judgments.
CAND_0099401,57,77.820134,"At Dream11, the candidate built a content recommendation system combining collaborative filtering and content-based ranking with sentence-transformer embeddings, improving 7-day retention by 6% and time spent per session by 14% (retrieval_ranking, product_shipping_outcomes). Concern: The candidate's NLP and LLM-related skills are not as deeply detailed as their retrieval and ranking."
CAND_0050876,58,77.551678,"The candidate has strong experience in building and deploying recommendation systems and learning-to-rank models, with measurable business impact. A material concern is the lack of explicit experience with vector search or hybrid search systems."
CAND_0075249,59,77.417450,"The candidate has strong experience in building production-level ranking systems, including a content recommendation system at Zomato and semantic search at upGrad, with measurable outcomes. A material concern is the lack of explicit mention of hybrid search or vector index optimization beyond FAISS and Milvus."
CAND_0076831,60,77.283221,"The candidate has strong experience in building production ML pipelines, ranking models, and retrieval systems, aligning with the Senior AI Engineer role. A concern is their 4.0 years of experience, which is below the typical 5-9 years expected for a senior role."
CAND_0095528,61,76.875168,"The candidate's experience building a content recommendation system at Netflix with collaborative filtering and content-based ranking directly aligns with the Senior AI Engineer role. A material concern is their unwillingness to relocate, as Indore is not a preferred location."
CAND_0052328,62,76.757047,"The candidate's experience in building recommendation systems and production ML pipelines, including learning-to-rank and vector search, strongly aligns with the Senior AI Engineer role. A concern is the limited explicit mention of search-specific evaluation metrics like NDCG or MRR."
CAND_0042029,63,76.338255,"The candidate's experience in building ranking models, semantic search infrastructure, and RAG systems aligns strongly with the Senior AI Engineer role. A material concern is the lack of explicit mention of vector search or hybrid retrieval systems."
CAND_0066376,64,76.204027,"The candidate has strong experience in building recommendation systems and retrieval systems, with measurable outcomes in production. However, the lack of explicit mention of hybrid search or vector index ownership is a concern."
CAND_0039838,65,76.080537,"The candidate's experience in building semantic search infrastructure and production ML pipelines aligns strongly with the Senior AI Engineer role. A material concern is their 4.9 years of experience, slightly below the typical 5-9 year range for senior roles."
CAND_0030348,66,75.667114,"The candidate's experience in migrating keyword-based search to embedding-based retrieval with FAISS and sentence-transformers aligns strongly with the Senior AI Engineer role. A concern is their 4.5 years of experience, which is below the typical 5-9 year range for such roles."
CAND_0066999,67,75.522148,"The candidate's experience in building and optimizing ranking systems, including transitioning from hand-tuned scoring to learning-to-rank models, directly aligns with the Senior AI Engineer role. A material concern is that their focus on recommendation systems may not fully align with Redrob's emphasis on search and retrieval."
CAND_0042100,68,75.425503,"At Freshworks, the candidate owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model, improving revenue-per-search by 12% (retrieval_ranking, product_shipping_outcomes). Concern: The candidate's location is Singapore, which is not preferred, and while they are willing to relocate, there is."
CAND_0096142,69,75.135570,"The candidate has strong experience in building ranking models and recommendation systems, with production-level work in retrieval and feature engineering. A material concern is the focus on recommendation systems rather than explicit embeddings-based retrieval or hybrid search systems."
CAND_0058688,70,74.732886,"The candidate has strong experience in building recommendation systems and production ML pipelines, with expertise in embeddings, A/B testing, and model monitoring, aligning well with the Senior AI Engineer role. However, their focus on recommendation systems rather than broader retrieval systems may be a concern."
CAND_0095619,71,74.614765,"Candidate owns a production ranking system evolution from hand-tuned to learning-to-rank, showing strong retrieval ranking expertise. However, their 15.6 years of experience may exceed expectations for a senior AI engineer role."
CAND_0093331,72,74.330201,"The candidate's experience in migrating keyword-based search to embedding-based retrieval and building production ML pipelines aligns strongly with the Senior AI Engineer role. However, their 16.1 years of experience may exceed the role's target range of 5-9 years."
CAND_0019480,73,74.212081,"The candidate has strong experience in building ranking models and evaluation frameworks, with direct relevance to the Senior AI Engineer role. A material concern is their 2.8 years of experience, which is below the typical 5-9 year range for such roles."
CAND_0009024,74,74.061745,"The candidate has strong experience in building production-grade recommendation systems and migrating search systems to embedding-based retrieval, aligning well with the Senior AI Engineer role. A material concern is the lack of explicit mention of hybrid search or vector index work beyond embeddings."
CAND_0060054,75,74.056376,"The candidate's experience in building production-grade recommendation systems and semantic search with measurable outcomes strongly aligns with the Senior AI Engineer role. A material concern is their current non-open-to-work status, which may delay hiring timelines."
CAND_0014440,76,73.793289,"The candidate has strong experience in building and optimizing ranking systems, including migrating from keyword-based to embedding-based retrieval, which aligns well with the Senior AI Engineer role. A material concern is the lack of explicit mention of NDCG or MRR metrics in evaluation evidence."
CAND_0030468,77,73.406711,"The candidate has strong experience in building ranking and retrieval systems at scale, as demonstrated by their work at Swiggy, CRED, and Wysa. A material concern is their relatively lower years of experience (5.4) compared to the target range for a senior role."
CAND_0079387,78,73.245638,"The candidate has strong experience in building production ML systems, particularly in recommendation systems and retrieval ranking, with measurable outcomes. A material concern is the lack of explicit mention of hybrid search or vector index optimization."
CAND_0064270,79,73.143624,"The candidate has strong experience in building ranking models and semantic search infrastructure, with expertise in Learning to Rank, embeddings, and production ML systems. A material concern is the lack of explicit ownership of hybrid search systems or vector indexes."
CAND_0012957,80,73.127517,"Candidate's experience in building learning-to-rank models and migrating search systems to embedding-based retrieval directly aligns with the Senior AI Engineer role. A concern is the 4.9 years of experience, slightly below the 5-9 year target range."
CAND_0001610,81,73.116779,"The candidate's experience in building semantic search infrastructure with sentence-transformers and FAISS, validated by a 35% improvement in search relevance, strongly aligns with the Senior AI Engineer role. A material concern is their 3.0 years of experience, which is below the typical 5-9 year range for senior roles."
CAND_0087630,82,73.009396,"The candidate has 7.2 years of experience building ML-powered features, including a RAG-based system and evaluation framework, with strong skills in NLP, recommendation systems, and retrieval ranking. A concern is repetitive project descriptions across career history, suggesting potential lack of depth."
CAND_0031593,83,72.859060,"The candidate's experience in building and optimizing ranking systems, including a 12% improvement in revenue-per-search at Genpact AI, strongly aligns with the Senior AI Engineer role. A material concern is the lack of explicit mention of rigorous evaluation metrics like NDCG or MRR in their projects."
CAND_0045250,84,72.724832,"Candidate has strong experience in building ranking models and embedding-based retrieval systems, aligning with the Senior AI Engineer role. However, there is no explicit mention of vector search or hybrid search systems, which could be a concern for the role."
CAND_0000031,85,71.795973,"The candidate has strong experience in building ranking models and migrating retrieval systems, aligning with the Senior AI Engineer role. However, repeated use of similar job descriptions across roles may indicate a lack of detailed, unique contributions."
CAND_0070202,86,71.779866,"The candidate has strong experience in building and deploying ranking systems, including a learning-to-rank model that improved revenue-per-search by 12% at BYJU'S. A material concern is the candidate's unwillingness to relocate, which may limit fit for roles requiring onsite presence in specific locations."
CAND_0036437,87,71.672483,"Candidate has strong experience in building and optimizing ranking systems, including transitioning from hand-tuned scoring to learning-to-rank models, with measurable revenue improvements. However, their 4.8 years of experience is below the typical 5-9 years expected for a senior role."
CAND_0022812,88,71.398658,"The candidate's experience in building ranking models and retrieval systems aligns strongly with the Senior AI Engineer role. A concern is their 4.5 years of experience, which is below the typical 5-9 year range for such roles."
CAND_0074735,89,71.253691,"The candidate has strong experience in building and deploying RAG-based systems, including retrieval and ranking components, and has measurable product impact. However, their retrieval_ranking experience is limited to chatbot applications, not embeddings-based retrieval or hybrid search systems, which are central to the role."
CAND_0016163,90,71.140940,"At Verloop.io, the candidate developed a semantic search feature using sentence-transformers and FAISS, achieving a 35% improvement in search relevance over the prior Elasticsearch BM25 setup, validated through human relevance judgments (retrieval_ranking, evaluation_experimentation). Concern: The evaluation evidence is limited to a 35% improvement in search relevance and lacks explicit."
CAND_0086151,91,70.985235,"The candidate has strong experience in building production-grade ranking systems, demonstrated by their work on learning-to-rank models at Wysa and recommendation systems at Glance and Meta. A material concern is the lack of detailed evaluation evidence for rigorous ranking performance."
CAND_0009837,92,70.582550,"The candidate has strong experience in building and deploying ranking models for a discovery feed using XGBoost and LightGBM, directly aligning with the Senior AI Engineer role. However, their 4.3 years of experience may be below the ideal range for a senior-level position."
CAND_0051004,93,70.319463,"The candidate demonstrates strong production experience in embedding-based retrieval and RAG systems, aligning with the Senior AI Engineer role. However, their experience in retrieval ranking metrics is limited, with a focus on NLP evaluation metrics like BLEU and ROUGE."
CAND_0049538,94,70.190604,The candidate's experience in migrating a keyword-based search system to embedding-based retrieval and their expertise in learning-to-rank models strongly align with the Senior AI Engineer role. A concern is the limited exposure to hybrid search systems and lack of detailed evaluation metrics.
CAND_0044222,95,67.774497,"The candidate has strong experience in NLP, recommendation systems, and applied AI, with a proven track record in migrating keyword-based systems to embedding-based retrieval and improving search relevance by 35%. A material concern is the lack of explicit mention of hybrid search or vector index ownership."
CAND_0070485,96,67.506040,"The candidate's experience in building production-grade NLP and recommendation systems, including a 35% improvement in search relevance, strongly aligns with the Senior AI Engineer role. A material concern is the lack of explicit evidence on A/B testing or online-offline correlation in evaluation."
CAND_0076251,97,67.366443,The candidate's experience in migrating keyword-based search to embedding-based retrieval with a 35% improvement in relevance strongly aligns with the Senior AI Engineer role. A concern is the lack of explicit mention of A/B testing or online-offline correlation in evaluation practices.
CAND_0042506,98,67.264430,"At Verloop.io, the candidate built a RAG-based customer support chatbot with document ingestion (chunking, embeddings via OpenAI, Pinecone), answer generation (GPT-4 and fine-tuned models), and evaluation with BLEU, ROUGE, and human-in-the-loop quality scores (retrieval_ranking, evaluation_experimentation). Concern: The candidate has 4.2 years of experience, which is below the target range."
CAND_0099806,99,66.969128,"Candidate has strong experience in building and shipping ranking models, migrating to embedding-based retrieval, and working with vector search tools like FAISS and Qdrant, aligning well with the Senior AI Engineer role. However, their 4.6 years of experience is below the typical 5-9 year range for senior roles."
CAND_0074225,100,66.587919,"The candidate has strong experience in building and deploying recommendation systems and retrieval models, with a focus on production ML systems. A concern is their 4.3 years of experience, which is below the typical range for a senior role."
